"TARGET","LAAM_a","LAAM_b"
"Ahr",2.8960911768435,3.15756454078382
"Map1s",3.39032484818559,3.56148389336489
"Dpep1",-0.204758418773887,0.472820563882588
"Tmem129",2.45702039779483,1.92324258817651
"Nop9",2.32947217699611,2.41850477479379
"Atp6v0a1",6.3438115793829,6.16630429421714
"Psmc3ip",0.558461227053616,1.7530972557806
"Noxo1",1.32695678835455,1.17217178811412
"Aoc3",-2.34057294973424,-2.13882161499524
"Zfp687",2.38576970974121,2.90338797136458
"D8Ertd738e",7.34544744879234,6.9474209422978
"Calm3",6.04845147590168,6.20862326170931
"Fkbp8",6.70142290355022,6.47007913896269
"Ddx39b",6.35939588354935,6.25579951308059
"Gipc1",5.01173767481771,4.75433650542112
"Tlcd1",0.711857766793196,2.24331034921289
"Plscr3",4.73916297211041,4.59092925135678
"Ptger1",-1.18488702209809,-2.42963554167262
"Arhgef25",-1.52268975582987,-1.53329319821305
"Xab2",4.13729509240394,4.1039740437776
"Cdc37",5.59747407883599,5.667335219984
"Rab4a",1.83940636437837,1.53296781979899
"Trip10",3.27612625022956,2.99467947958485
"Cops6",5.36601290630536,5.50408599307552
"Ap4m1",3.38183196030035,3.35970091583918
"Gyg",4.29073113456048,4.74174958794972
"Rcn3",7.61877743358376,6.72690506499565
"Slc6a8",1.77704440722627,3.30821031092848
"Arid3a",2.37857396366136,2.74258681209938
"Pdk4",1.23301364471176,-1.24954277648603
"Ubxn6",4.46176589552153,4.40672590845644
"Mydgf",5.26357398766006,5.37765900276268
"Sema6a",2.44256895174247,1.57269320373265
"1110001J03Rik",3.62920450442609,4.12769597025437
"Akt3",3.42793915749891,3.22682883547357
"Mrpl24",5.68356983876127,5.63684697373285
"Gle1",3.15198888328231,3.07572005332508
"L3hypdh",0.160813973051175,-0.0717828482272594
"Lyst",1.46805780610884,2.00236436288974
"Slc35e1",3.79695212292492,4.04287045101775
"Tmc4",2.56912219146907,1.23286311872607
"Polr2i",4.59112998244168,3.76192749838348
"Prl8a1",0.167133252126128,0.580069543394508
"Krt10",-0.139954934184788,0.369003858445364
"Esr1",1.46735331013056,1.28266050703586
"Fbxo5",0.124146292440034,0.464924909147988
"Mtrf1l",2.00309238620041,2.30013275782756
"Hdac2",4.68386827857891,4.88757410339244
"Frk",-1.12703107182888,-1.13204242606665
"Rwdd1",5.15706628322833,5.24731936874799
"Stxbp5",3.98074772427969,3.8522735428468
"Hint3",2.38093059833493,2.81040167398592
"Trmt11",1.48421494133104,1.32323840630143
"Katna1",4.59495166835294,4.00467749699571
"Pcmt1",5.17395537464136,5.22775860542179
"Lrp11",-0.371782824238555,-0.88536536428648
"1700021F05Rik",3.80884363855211,3.68846353648445
"Sec63",4.85753097649489,4.87983500165966
"Snx3",7.89075849797658,7.78951659361043
"Aig1",3.32119529969667,3.51596757534194
"Adat2",0.672408146896959,1.4142719838845
"Pex3",3.52078493780499,3.53105527595104
"Fuca2",5.45228139884517,5.53967243965857
"Cep57l1",2.10023530609518,2.24233325233392
"Ltv1",4.18508869579486,4.23636365344639
"Plagl1",1.62601213538647,0.241016217702
"Cd164",7.50859269368688,7.26906359390645
"Utrn",2.26888872485351,1.94188897318943
"Smpd2",3.68199164175318,3.70230264501151
"Mical1",2.13686577191261,2.92831931706279
"Zbtb24",1.53362796793737,1.9334661350908
"Rab32",4.88998109676642,5.14489922274577
"Gtf3c6",4.16374980847623,4.58330093269046
"Slc16a10",3.42254139370687,3.55690995219448
"Rev3l",2.26011467641946,2.34528685517495
"Traf3ip2",-1.08643278878955,-1.2909879809056
"Fyn",3.33262996915569,3.87779841475684
"Tube1",-1.17215576957898,-1.80733341120431
"Lama4",-1.08561630920827,-1.27497552983188
"Prep",3.96749160165439,4.1017201472022
"Tnfaip3",7.80696968163906,7.60534469837683
"Perp",0.645807036628008,0.755299769123411
"Reps1",4.65136522448203,4.43977051102836
"Asf1a",1.95876517225961,1.72695557656096
"Qrsl1",1.25160749519302,2.04705431767217
"Rtn4ip1",1.24640796238138,1.93676757436181
"Vta1",5.32691141968801,4.82551595180404
"Smpdl3a",6.94997375683304,7.48486637693361
"Reep3",5.09733041082717,5.46489167423975
"Fabp7",4.67545726884361,5.37640851872698
"Pkib",2.95106904568246,3.74285712477175
"Serinc1",6.71373952961234,6.9047953662545
"Hsf2",2.09597208040278,2.47525645998722
"Echdc1",2.64483566369375,3.11004413135296
"Ptprk",-0.337176691931981,-0.234104205442452
"Ccdc59",3.19571122992259,3.12267092657435
"Ppp1r12a",4.44491001420709,4.07848991895023
"P4ha1",5.4866523379131,5.41492035042163
"Sept10",1.45821904189428,2.2130967568167
"Lims1",4.88203977605253,5.02903895142559
"Zwint",5.08752580818001,4.65637542839213
"Ube2d1",4.4379460196705,4.39451174075623
"Dcn",4.15305631219525,4.20561277633523
"Cdk1",3.80395036683625,3.38027958309546
"Atp2b1",6.43464218976312,5.97752223615758
"Rhobtb1",4.59230057197642,3.8774118767837
"Arid5b",2.14646899756592,2.47870805014745
"Actr6",1.87492838095276,1.64592101838986
"Poc1b",3.18459055279356,3.46778317673357
"Dusp6",5.44431877452435,5.86464617380089
"Tmpo",4.86692897160675,4.91628374996522
"Kitl",5.22627974944384,4.57573169269492
"Psen1",5.65342938437005,5.93153153212089
"Sgk1",5.81145403248314,6.85651638155254
"Cep290",1.3172172529212,0.457716364397268
"Ikbip",2.90095821011723,3.01446725107316
"Epb41l2",4.76430517727701,5.45331932874787
"Apaf1",4.41634145511187,4.18111991883997
"Myb",-0.500972496401335,-1.49421349762127
"Med23",3.02984703322089,3.08251769230931
"Ahi1",-0.927401747158771,0.482346012300234
"Arg1",0.487420510837052,1.5746200591165
"Nedd1",2.48262270881267,2.75703780046776
"Pde7b",0.918393259417972,1.01120332392415
"Mtfr2",0.496462453667486,-0.525874108994365
"Map7",-1.35343095160491,-2.94092810865931
"Ctgf",-0.535718347274231,0.40958684461274
"Stx7",6.24142904266487,6.20740813763958
"Pex7",3.72266697339917,3.59937961355025
"Ifngr1",6.82578214056175,7.39168253256368
"Vnn3",1.22151293086163,1.4238107573972
"Cdk17",3.21689655319555,3.24624479991657
"Hal",0.833997077859307,2.44749064475696
"Ntn4",-0.340523063043457,0.903911223621524
"Fgd6",3.5132976139812,2.35286472911783
"Ndufa12",5.7005164418174,5.87924780878474
"Tmcc3",4.73250958122788,4.66144178781944
"Cep83",2.88023347860983,2.4985427438245
"Nudt4",4.13837742293939,3.91271764032464
"Nuak1",2.87090934887321,3.30529528682725
"Tcp11l2",4.60861705869146,4.58451560853202
"Cry1",1.94864442933238,0.157333567558261
"Btbd11",-0.969799864509588,-1.19378747949755
"Timp3",1.01918264231276,1.12896037745846
"Hsp90b1",8.75262067519938,8.50584108885951
"Igf1",7.0634165972032,6.78060403920526
"Ccdc53",5.02679983979287,4.47478234291751
"Dram1",3.53669567412066,4.41685320864021
"Hnrnph3",3.68603110358023,3.3428840159464
"Rufy2",1.83534705163871,1.42520061568768
"Ccar1",4.10438692568189,3.97877848553582
"Ddx21",4.72140388027845,4.85959289546483
"Ddx50",4.48751915823754,3.84575146855382
"Srgn",9.86234447281704,9.55719492634103
"Vps26a",5.65860356800645,5.49261971572792
"Supv3l1",2.83181222040955,2.70160857116653
"Aifm2",2.99247707325226,2.56508644088818
"H2afy2",-1.61092192727608,-0.433200292244648
"Tysnd1",2.66662401669907,2.76024380364102
"Sar1a",5.89295409746299,5.85098432932702
"Ppa1",3.15041863510896,3.56269342527184
"Eif4ebp2",4.63788270721496,4.91404950295809
"Pald1",2.76136375967852,4.35799561880437
"Sgpl1",6.91495606767643,6.91712392154473
"Unc5b",-2.2808777829021,-2.85374390553771
"Slc29a3",4.35292001359551,4.60776277430642
"Vsir",7.59128579407908,7.65241076206112
"Slc16a7",4.49196756377543,4.46984232431266
"Lrig3",0.164433039621924,-0.837170446629397
"Anapc16",4.68394561721465,4.53570312179289
"Ddit4",0.599720290228956,2.08083126498843
"Dnajb12",4.00265321761447,3.9196684704656
"Micu1",5.55393917579003,5.49755397613928
"Cand1",4.08725768336475,4.13208903957759
"Tbk1",4.55548402253615,4.18901867898373
"Plek",8.92280710396863,8.41582941382824
"Srgap1",-3.99725330860477,-2.58064566037711
"Egfr",4.7123338137241,3.87373537076032
"Usp15",4.49933026209104,4.47487931227001
"Vps54",4.5674899085711,4.43571518621813
"Tbc1d15",3.97035355283358,4.00155327813662
"Pcsk4",-0.991980886455143,-0.416088117501321
"Rab21",4.69318354025967,4.54215949582999
"2310011J03Rik",4.33174748527498,4.11451270073383
"Peli1",4.42554075968761,4.27920163598535
"Thap2",1.07762677851503,0.393142275866388
"Dock2",6.02030047981074,6.13432305698115
"Rab1a",7.26669097102693,7.14170479037547
"Gamt",3.40288806750643,3.60510435843396
"Actr2",7.27698157601518,7.41445575539184
"Ndufs7",5.46453584419046,5.74792942487252
"Ptprb",-0.264716429099833,0.726739432451847
"Mum1",3.44783615643172,3.07272912764666
"Meis1",0.637440373772533,0.674895483738541
"Tcf3",4.07971156305241,4.37501657335444
"Frs2",2.72300998542443,2.33222033829364
"Yeats4",4.66855270578681,4.81751837330192
"Cobl",-1.88202307173376,-2.64983640170278
"Grb10",-1.94081336437405,-0.748446697903827
"Adora2a",-0.258196289040548,0.464515551059415
"Snrpd3",4.6198799290386,4.79259255593113
"Cpm",-0.732056458185372,-0.289319939384562
"Mdm2",5.73391610171323,5.40439035256296
"E2f7",1.73517476953725,0.268371166226603
"Csrp2",3.07158002381414,2.07864407245189
"Mknk2",6.27784174465145,5.7182725167747
"Cabin1",3.37372154368646,3.3502311541675
"Ap3d1",5.34482399511211,5.16933154095797
"Phlda1",5.95749052791635,5.45837534203421
"Sf3a2",4.88850844702686,4.74786623895477
"Mdm1",2.39508993950462,2.69343420945329
"Timm13",4.13195331530544,4.48251225827903
"Tmbim4",5.83962632555941,5.84075937795147
"Irak3",3.62533644274232,3.4940510251145
"Helb",2.68128598621828,2.53300696682823
"Prmt2",3.94554305643163,3.78642712940582
"Dip2a",2.63550406083499,3.08977814626428
"Hmg20b",4.63116925767453,4.73304334633562
"Fzr1",4.08202359772105,4.00754300796634
"Ncln",5.46029338096311,5.62984280435129
"Col6a2",0.366855431699388,1.11005427079548
"Hcfc2",3.26444101472609,3.01694293269443
"Nfyb",3.03360599943884,3.49305186112874
"Txnrd1",5.00095019745289,4.85725644749646
"Ppm1m",4.46326082462218,4.46700340382529
"D10Wsu102e",3.17597708830431,3.49965543162636
"Wdr82",4.51596162157166,4.61939508886797
"Pofut2",4.9644343992471,4.91781732528686
"Slc36a1",4.12866625028279,3.75989319479896
"Adarb1",1.04939988470663,1.24078764309932
"Appl2",5.56829084665188,4.82112376648968
"Sumo3",7.02871861057167,6.86174826808603
"Hint1",7.72196656681588,7.55284753856077
"Lyrm7",0.451998325825756,0.801529477401209
"Fbxw11",4.85763079851211,4.85771380530082
"Stk10",3.8232929856097,4.36739450904835
"Papolg",2.03796157949836,2.42705386584287
"Rel",5.49337221167151,4.86347114788829
"Pfkl",3.28570532313254,3.32511384537362
"Il9r",-1.84852779681769,0.13120477185079
"Pus10",2.98956647928609,2.93140931859371
"Rhbdf1",3.90734161517875,3.56756853311608
"Pex13",3.76238742436194,3.42002411347857
"1810043G02Rik",2.09098046660579,2.42148491410356
"Mpg",2.9732654184295,3.10380928096165
"Nprl3",2.28881333698827,2.49997747778017
"Xpo1",5.2379648871968,5.2679281494156
"Cpeb4",4.26857728050716,4.11607510064554
"Asb3",2.71406530640648,2.95243636815474
"Cdc34",4.41564451134382,4.12848958976828
"Tpgs1",3.60621321465347,3.18496144901848
"Chac2",0.776524610539448,1.45101755591229
"Erlec1",4.23494565493355,4.12019253298409
"Sptbn1",5.17344089615322,5.34437036982959
"Wdpcp",1.61993950898653,1.7619866224821
"Mdh1",6.64089752150415,6.90986171524918
"Fstl3",-0.595764360756491,-0.146592731402712
"Ccng1",4.78429821194603,5.02343933720423
"Nudcd2",4.19450388136088,4.48967806883647
"Polrmt",3.70733657691804,3.67429590360082
"Hmmr",0.656285480939288,0.34991341106035
"Slc22a4",-0.499861789102736,0.066252221275249
"Cyfip2",-0.148388731568894,2.08044199309625
"Mgat1",6.42831467060672,6.06550236989481
"Ppp2ca",4.98218484794483,4.94805411246451
"Flt4",-3.05845446822237,-2.4830882497268
"Hnrnpab",6.96025205533333,6.98813063757007
"Phykpl",1.53160356619931,1.21686808337353
"Hspa4",6.01561700313975,5.87095700642038
"Cnot6",4.46006295877401,4.41838873708492
"Gfpt2",-1.24390146314297,-0.99319415441806
"Zfp354a",-0.465931664130675,-1.14174578238966
"Mapk9",4.34668307562312,4.19566836254301
"Canx",7.78330289453458,7.83128201251431
"Rufy1",4.19504425858736,4.16587784629481
"Rnf130",8.06054143320697,7.7906565679328
"Ltc4s",8.25805708644269,8.15538629824786
"Rad50",2.88427510045137,2.97253732644763
"3010026O09Rik",1.05639025583292,0.443761683776959
"Clk4",5.22915898310645,4.98935074001593
"Sar1b",4.94214200128357,4.64169737328222
"Jade2",3.42999898377364,3.51992353252032
"Pdlim4",4.58629977690662,4.99753554391528
"Cdkl3",0.133697629100045,0.586509260860208
"Ube2b",6.43147582020723,6.24058663335793
"Cdkn2aipnl",4.21568548035629,4.35408929353265
"Kremen1",2.55329968507242,2.58144161869283
"Itk",-1.25348793420304,0.441495796817882
"Med7",4.40275123666318,4.82099057069153
"Havcr2",1.03828770039688,3.88922028189149
"Tnip1",3.39342810158048,4.18432509804032
"Vdac1",5.71225978960783,5.92114898652036
"Slu7",4.64735014897864,4.76083496337139
"Ascc2",3.84223438509884,3.51089046767879
"Hus1",0.754506420748642,1.30957720152729
"Pttg1",5.27190728356879,5.46971600534533
"Tns3",5.07546166451951,5.14387003487857
"Btg2",8.71649277955154,8.45106541927403
"Gatsl3",1.87774693845785,1.67938776937762
"Igfbp3",-1.00418518684777,-0.688353094048404
"Tcn2",8.21914853391116,7.79246722001982
"Myo1g",5.50563719443572,5.81445484347456
"Smtn",1.21373195057428,1.053167537973
"Arf5",6.59608856681349,6.45566692422443
"Guk1",4.67692432291096,4.58520242186171
"Rnf185",3.56263297641853,3.7166974478024
"Limk2",2.47767025996966,2.47826223967436
"Eif4enif1",3.9646062812235,4.09195387869313
"Trim11",3.11528234475459,3.45337693710741
"Ogdh",5.54476965745397,5.93627568431358
"Drg1",5.25949975193383,5.42076930298082
"Rtn4",8.08016935016037,8.02076179913308
"Mtif2",3.42479321055023,3.36243633110529
"Cfap36",3.49793957894992,3.27404674635521
"Pnpt1",3.40271547610741,3.70284177294254
"Efemp1",1.02255276428811,1.35983300633466
"Pold2",3.24159130819106,3.27148438366958
"Aebp1",0.969205593062403,0.93410033007861
"Polm",2.33255613871938,2.37773233294238
"Dbnl",5.89618768376917,5.77773893897816
"Mrps24",4.83623955722271,4.84112570322488
"Ccdc117",3.53487963710831,3.40878285628689
"Dynll2",5.53721434718739,5.57064383959925
"Xbp1",6.85700639508111,6.48513855430681
"Supt4a",5.86022076007994,6.24451826439119
"Sept4",0.990909158514298,1.85214691339046
"2810021J22Rik",-0.167955655640258,-0.145747482550064
"Prr11",0.562018625213282,1.02315313834552
"Smg8",2.49509689185272,2.44317327815685
"Rnf187",5.43956158906475,5.46091436863928
"Tubd1",1.19345507895812,2.02940144444073
"Mrpl22",3.35986984246308,3.81847346738418
"Cnot8",4.55374302651389,4.68620836571113
"Rps6kb1",3.53982353081209,3.23075083783685
"Sap30l",3.47176491814898,3.63431123105831
"Galnt10",4.48364895025719,4.32200359247775
"Rnft1",4.31753489324975,4.39853219669186
"Mfap3",4.00768030720294,3.81819432611963
"Fam114a2",4.92839118958694,4.74754689887697
"Znhit3",2.43900788767627,2.51559971897751
"Myo19",-0.0532254850275009,0.587216701657814
"Ggnbp2",5.3159633957227,5.16276651375582
"Shmt1",2.34869506066443,2.97571530322283
"Llgl1",2.90094409594968,3.20038482183246
"Drg2",3.97883674165105,4.25830677202869
"Srebf1",4.03901284125063,4.44219624170474
"Cox11",1.78102180700003,1.91190427464226
"Bzw2",2.65650855362472,3.14713629626801
"Elac2",3.26472874868748,3.01066504978736
"Pctp",2.87276248170234,2.76857338056475
"Twistnb",2.97691624485881,2.98997566235836
"Sypl",5.0632253190615,5.295952469558
"Pdia6",7.1538779626576,7.11832805909474
"Nampt",5.24309478537814,5.25835763238412
"Pik3cg",4.99203258490852,5.11595669225843
"Tspan13",2.78849522214082,3.59947773780299
"Laptm4a",8.30639711883735,8.15820340498018
"Fam49a",3.89510318707993,4.11239127022454
"Snx13",4.39166440084794,4.08133074752407
"Sdc1",0.678465788749799,1.15501505707805
"Lpin1",3.39588218169497,3.16846792536715
"Pum2",5.25160676943284,5.11293114984622
"Trib2",-1.19533390503368,0.368913058719331
"Arsg",3.02440846965377,3.14945981860945
"Hs1bp3",3.78311507621666,3.82585396460136
"Smc6",3.71114318295172,3.5781443611646
"Amz2",3.85379913689884,3.96610282130787
"Prkar1a",6.44733250303436,6.38299148746325
"Fam20a",2.00326227272077,2.90051361787319
"Abca8b",-2.79337471028867,-3.21347321210328
"Rdh14",3.0817588135796,3.49774293505144
"Map2k6",2.36024674253049,2.42550815725544
"Trappc12",3.57592039923939,3.39588688915705
"Adi1",3.54948704906819,3.37162521770072
"Rnaseh1",3.15548198743892,3.27302071339296
"Fkbp1b",4.06814411067388,3.59951952994574
"Cmpk2",2.70486954064644,2.14989309973503
"Itsn2",4.65708419021442,4.38031191063839
"Rsad2",3.7552103298997,2.8899168519958
"Rnf144a",0.383370362358634,1.41612160165474
"Id2",6.97770043239472,7.21099509691643
"Ncoa1",3.49308600629962,3.3949732047343
"Dus4l",0.292275190967356,0.0183304171188988
"Rrm2",2.0749198196426,2.62736064339461
"Bcap29",3.95297772811093,4.09409838043413
"Klf11",3.25681131770196,3.28234033067301
"Adcy3",3.44633536221303,3.21102247508324
"Dnajc27",1.66254254505587,2.05649152412812
"Cbll1",1.46706554040786,1.68046005874024
"Dnmt3a",4.88211792001037,4.5468229255267
"Dld",5.026318884643,5.27311559201226
"Kif3c",1.53094657304761,1.40774669337667
"Sh3yl1",-0.228324531631827,-1.33359968218943
"Rab10",5.71369502636539,5.90402950915263
"Pxdn",-0.958130933579604,-0.432384792055328
"Ddx52",3.77046945223327,3.94296587891184
"Taf15",5.26335902133974,4.98719709285279
"Ace",1.92223067339658,3.89825484338653
"Mmp28",-0.839617119122385,-0.0465220449786523
"Cdc27",3.35650761099628,3.29580975409229
"Itgb3",-2.42941043002982,-1.1469868547467
"Mettl2",2.24296202827698,2.64021292820169
"Nle1",2.09664347612907,2.54748358968735
"Tlk2",4.22020091497045,4.23520519286287
"Mrc2",-2.33141712651,-3.00723124476898
"Rffl",2.34100842946826,2.68282431572567
"Lig3",2.29606669350708,2.49535890859668
"Map3k3",5.26979565208681,5.32094123678358
"Ddx42",4.39713702595954,4.38238852938451
"Ftsj3",3.66392639504607,3.77234032066968
"Rnf135",2.83342055531512,2.8065061742224
"Psmc5",5.79958288564341,5.72072216090789
"Adap2",5.92669674570746,5.90657290930036
"Ern1",3.44850988588969,3.36697577901546
"Nf1",2.88537536399658,2.81903911519465
"Pecam1",1.60684559103036,3.21674212134859
"Polg2",2.90387175076336,1.62824037690004
"Psmd12",4.96975026646621,4.70384673776764
"Helz",3.26676776407832,2.98602165965081
"Cep112",1.01582583187829,1.06357883762998
"Slc9a3r1",5.78993176347869,5.2093281463863
"Nt5c",5.59227077556192,5.58856374376646
"Hn1",7.04316574675329,6.90595308520744
"Nup85",4.3700489418356,4.33321187904714
"Gga3",4.18667463076992,4.12227856498103
"Cluh",3.06392667567468,3.3014542801717
"Mif4gd",4.84997912534672,4.4114727631525
"Slc25a19",3.69379910781069,3.47359006476874
"Pafah1b1",5.88497355438916,5.86467884506985
"Tmem94",3.38616159719504,3.07338566456199
"Recql5",2.6007479722219,2.61589263478979
"Sap30bp",4.66782641633554,4.55224702302898
"Galk1",3.51779001473722,3.61171807076662
"Unk",2.70597355691147,2.64433459998943
"Trim47",6.35766668624348,6.14395770562215
"Aspa",3.16989376609301,2.21787420948157
"Mrpl38",3.45382517269425,3.95723209938687
"Fbf1",2.87484385804929,2.38652809805068
"Acox1",4.62519249530339,4.55796507273627
"Ten1",4.84073497824058,4.55277445189686
"Srp68",4.45092241597915,4.31942621495298
"Tsen54",2.3335286759488,2.568446392753
"Llgl2",0.187968263050885,0.790697710848193
"Ncbp3",1.69821097896758,1.66204195234586
"Camkk1",-0.742177087808787,-0.786327632652371
"P2rx1",-0.794423003991715,0.213045443973207
"Atp2a3",2.96373764459032,3.79186195022148
"Ankfy1",4.98673108723332,4.85687439414435
"Exoc7",4.84703727464653,4.61670332406653
"Ube2g1",3.15323020552792,3.17384783397931
"Med31",2.3765975118174,2.30753517006218
"Ube2o",3.078965875388,3.29224961354213
"Txndc17",6.59086721444882,6.5621186216971
"Rhbdf2",4.18709509188636,4.16052048836769
"4933427D14Rik",2.49001986571139,2.35802353570234
"Fam64a",1.65361045689512,1.37646969747105
"Cygb",-0.0362199070490754,0.249731508947541
"Mxra7",3.42607599059768,3.40175764084506
"Rabep1",4.32887197523023,3.89766563973463
"Mfsd11",5.99417048750193,5.71325118081801
"Sec14l1",6.23806401475236,6.06512589420664
"Mink1",5.23607357461753,5.04698631240991
"Slc46a1",2.98593549386022,3.13939805739042
"0610010K14Rik",5.83547998226566,5.61952936607002
"Eral1",2.70955986668558,2.83262909876964
"Coro6",-0.220599706679266,-1.14052309424152
"Slc6a4",-0.514708102174247,1.45308533379972
"Blmh",4.69191785166172,4.76983988129971
"Cpd",3.45894181808459,4.40251520565708
"Timm22",4.22778538917456,4.1419132661834
"Nxn",-0.106821364007209,0.497828805766313
"Fam101b",-1.41995834477354,0.48724247765241
"Ywhae",7.58250840459453,7.61902823655562
"Prpf8",5.16528084284558,5.57372360182123
"Spag9",4.65991144434992,4.54411998603829
"Luc7l3",4.68990623395623,4.32113847842453
"Ankrd40",4.77455987848888,4.80491592866666
"Abcc3",4.29934731909154,4.92801850659259
"Xylt2",4.15536939653408,3.89244309130008
"Lrrc59",5.56120068117562,5.50938187446719
"Slc35b1",4.35682710419863,4.5030404668571
"Snx11",3.94040092347406,3.61104435334977
"Scrn2",1.35997629797946,0.343141567617509
"Cacnb1",0.631103548843948,-0.553464251499455
"Fbxl20",3.79808524982278,3.7110547751335
"Dlg4",2.39475753725943,1.74252365857463
"Dvl2",3.41539714893473,3.01790210000149
"Nr1d1",2.35011310449496,4.84256311230557
"Per1",6.36715484611935,5.84941925379546
"Vamp2",4.99630164874528,4.80136746656307
"Aurkb",2.85522711598901,2.74561077022281
"Ctc1",4.55943664189223,4.91083678039054
"Pfas",2.52919246187343,2.95351568772078
"Myh10",3.93250684372319,3.63704441155138
"Pik3r5",4.43032853579584,4.69717013371989
"Ntn1",-1.11516484132151,0.0993613034294465
"Stx8",4.24621530990687,4.18939655665334
"Adprm",2.91024994466432,2.82052153820913
"Krt19",1.85361915707883,3.14011590926384
"Acly",5.86585017050735,6.14971011959396
"Kat2a",3.94913998679855,3.71000740454483
"Stat5b",4.47836354216702,4.21796423836975
"Tmem101",2.39236430361538,2.95713406296081
"Lsm12",3.15414298657964,3.28171320991174
"Ubtf",5.18891567389277,5.08952929224313
"Ccdc43",3.10725968324018,3.40823216334837
"Eftud2",4.7571584539109,5.12533858651924
"Nmt1",5.10308560668796,5.5115857181218
"Plcd3",-1.91118971238155,-1.09978100512866
"Map3k14",4.09162693240011,3.8158951111561
"Gosr2",5.1675221864995,5.19573340383669
"Klhl28",0.971223120779641,1.0833045443984
"Fkbp3",5.34422493249468,5.11697177324339
"Scfd1",4.45333601179966,4.28718929417187
"Strn3",4.67165222221711,4.15840418745938
"Ap4s1",4.14175504839077,4.34772531518674
"Dtd2",1.60671588350998,2.27199603519377
"Ston2",2.48631068269269,3.04944723109912
"Gtf2a1",2.92350476981676,3.02473011877798
"Sel1l",4.77818017516611,4.84848756384175
"Dnaaf2",0.573424494124133,1.16042719610783
"Pole2",1.96675132862928,1.9052171399608
"Klhdc2",3.78639782555657,3.78522373953182
"Nemf",3.69408683181589,3.42525811501484
"Sec23a",3.16331475780428,3.01897305220452
"L2hgdh",-0.177730641111434,-0.0189682495700922
"Trappc6b",5.34794495732187,5.24190914443493
"Pnn",3.60467341052003,3.46833888081587
"Ctage5",6.15463492499254,5.91303491562642
"Galc",4.29299144887218,4.70669496270865
"Spata7",0.306779493781103,-1.19123668771169
"Ptpn21",1.84859511401994,1.92800128653908
"Zc3h14",4.27061006039756,4.23430015657838
"Ttc8",2.13988887415884,1.6718541365817
"1110008L16Rik",2.33678772125804,2.17705733456252
"Psma6",6.60629450687839,6.81531738100242
"Nfkbia",9.00071622117037,8.92849795105766
"Mbip",3.33295425579391,3.12114045110481
"Gstz1",2.85259090654152,3.28751806466238
"Sptlc2",6.43780466941813,6.39950098451078
"Ahsa1",6.25278917478072,5.94578591683807
"Vipas39",3.91973335472089,3.7714405330901
"Snw1",5.0255749336137,4.99189328606851
"Adck1",3.24016960460213,2.78751479309055
"Mthfd1",2.64386640510988,2.93580479443733
"Ppp2r5e",3.38780188348975,3.4353468852904
"Sgpp1",6.19638155049127,6.13464048183093
"Akap5",-1.01262799577693,-0.0366121620739386
"Fut8",4.38415789748646,4.03003124600432
"Atl1",-0.810993742734446,-0.312378122683193
"Sav1",5.13990046071374,5.24471887473953
"Pygl",4.22580191323245,4.90922480757061
"Tmx1",5.47268920038457,5.19524400538107
"Actr10",3.78247725613077,3.86635216978489
"Timm9",3.09664111997507,3.43564134208323
"Rtn1",2.85431941378099,3.56063949290009
"Lrrc9",-1.80273324044796,-0.76371812994465
"Dhrs7",5.32206822505776,5.22522201279995
"Ppm1a",5.08756313642271,4.9219629806755
"Clmn",-3.52972421091104,-1.58765496374799
"Glrx5",4.1794801910493,4.2433273464962
"Mnat1",3.33009597467764,3.18279360232814
"Prkch",3.77544540402224,3.85554687299239
"Hif1a",4.99025730727245,4.94873587949507
"Papola",5.85001998551482,5.81748429251089
"Mpp5",2.30978988211727,1.85542950946761
"Snapc1",2.53320568003318,2.52599548057662
"Atp6v1d",5.55224764550754,5.43629004858509
"Vrk1",3.53516056406108,3.18964416592828
"Eif2s1",3.99598869075975,4.07873691328673
"Pigh",2.61000710325532,2.53627424737316
"Rdh12",1.15638546540499,1.05069217191097
"Vti1b",5.59278692698297,5.43459583694098
"Zfp36l1",8.57368473231802,8.40750951055063
"Susd6",4.50232905972199,4.85939089716456
"Pcnx",1.49607372839781,1.76440801005051
"Mta1",3.98027056704001,3.77143872949332
"Wdr37",3.39063247885222,3.50349870570514
"Zmynd11",5.1246320117036,4.88396407287122
"Esyt2",3.61286771361578,3.79007222714567
"Cdca7l",0.459763145534618,1.66107813175742
"Efcab11",-0.404199058297326,-1.96584683503584
"Tdp1",3.28998700192203,2.80448114664549
"Nrde2",1.76213244109477,1.74015390604634
"Rps6ka5",1.8598056172011,1.94176733305945
"9030617O03Rik",3.50602808469739,3.7815770771551
"Fbln5",-0.189552834845578,-1.41250260350383
"Tc2n",-1.73621124857006,-2.48715714814168
"Trip11",3.57552326319717,3.15702975950135
"Atxn3",3.50473758918784,3.61389561528278
"Lgmn",9.69214279638974,9.74219179079093
"Golga5",3.99128011718134,3.87066412910788
"Pitrm1",3.6602602656605,3.85032028918487
"Pfkp",4.33283416203697,4.66099359116646
"Asb2",-0.0592408973121441,1.46970794035357
"Otub2",0.624797900382576,1.31956809900792
"Ifi27l2b",0.26263987800426,0.740735751603137
"Akr1c12",1.95098848599,2.22902207402185
"Akr1c13",4.54835819201974,4.18414965731379
"Net1",1.35379385493738,2.13387584600616
"Tshz3",0.816923734915659,0.378697546211319
"Gdi2",7.92338958856073,7.96521673384986
